,gameId,summonerName,champion,position,result,toxic_score
609,4579352427,Kinga,Vayne,BOTTOM,0,3.9787990904592814
613,4579412846,Kinga,Caitlyn,BOTTOM,0,3.7546612252541536
618,4579412846,Andy,Xayah,BOTTOM,1,5.640003927721363
620,4582154488,Kori,Zeri,BOTTOM,0,4.797861189145671
625,4582154488,Kinga,Kaisa,BOTTOM,1,6.885493688318746
633,4582210784,Kori,Zeri,BOTTOM,0,6.134888205434905
638,4582210784,Kinga,Xayah,BOTTOM,1,6.513429539558743
643,4582298751,Nick B.,Xayah,BOTTOM,1,7.316550319341875
647,4582298751,Kinga,Vayne,BOTTOM,0,2.9816157755099844
653,4582341443,Kinga,Caitlyn,BOTTOM,1,5.741077226245604
655,4582341443,Kori,Zeri,BOTTOM,0,4.2511515804942315
664,4582388450,Nick B.,Tristana,BOTTOM,1,5.944516284488778
668,4582388450,Kinga,Caitlyn,BOTTOM,0,4.276725158414601
674,4583907474,Andy,Varus,BOTTOM,1,4.4944376204303795
676,4583907474,Kinga,Caitlyn,BOTTOM,0,4.043241080179836
682,4583973455,Nick B.,Tristana,BOTTOM,1,6.215359583707811
685,4583973455,Moo,Lucian,BOTTOM,0,3.9843160708860035
694,4584022658,Andy,Caitlyn,BOTTOM,1,6.569833851305874
696,4584022658,Nick B.,Tristana,BOTTOM,0,4.930171875719662
703,4589845251,Nick B.,Xayah,BOTTOM,1,5.465994240185093
709,4589845251,Milroy,Sivir,BOTTOM,0,5.815743023513653
712,4589902701,Milroy,Sivir,BOTTOM,1,8.373556980713936
718,4589902701,Nick B.,Tristana,BOTTOM,0,4.976960237294359
724,4589964143,Nick B.,Jhin,BOTTOM,0,2.6862662047579144
729,4589964143,Desp,Ezreal,BOTTOM,1,5.5616018942970715
1,4438988683,Tyler,Taric,UTILITY,1,6.508649363680108
6,4438988683,Jackson,Thresh,UTILITY,0,6.395813019909458
11,4439457855,Tyler,Lux,UTILITY,0,3.9216223107173542
15,4439457855,Jackson,Amumu,UTILITY,1,8.728323203486903
24,4439408609,Tyler,Braum,UTILITY,0,3.082593029221912
25,4439408609,Jackson,Taric,UTILITY,1,8.873277887560011
34,4448659747,Tyler,Rakan,UTILITY,1,5.428260003341514
38,4448659747,Moo,Soraka,UTILITY,0,4.332689891012577
41,4448570106,Tyler,Blitzcrank,UTILITY,1,6.155748436545267
48,4448570106,Andy,Leona,UTILITY,0,5.433013153168218
52,4455711721,Andy,Senna,UTILITY,0,7.571538671255029
59,4455711721,Tyler,Bard,UTILITY,1,5.072255898568795
64,4455812037,Moo,Thresh,UTILITY,0,4.336289073500772
69,4455812037,Tyler,Morgana,UTILITY,1,7.018780986630997
74,4459118495,Furb,Lux,UTILITY,0,2.0295096244992763
79,4459118495,Andy,Alistar,UTILITY,1,6.090944581053015
84,4458958951,Furb,Seraphine,UTILITY,0,3.9391083560657485
86,4458958951,Andy,Blitzcrank,UTILITY,1,6.869209433788386
92,4466078171,Tyler,Thresh,UTILITY,0,4.2192891720417105
96,4466078171,Moo,Nami,UTILITY,1,5.592662704895018
102,4466088473,Tyler,Braum,UTILITY,1,5.612530607946095
106,4466088473,Moo,Thresh,UTILITY,0,3.958614015741711
112,4465928586,Tyler,Braum,UTILITY,0,3.607864923338199
119,4465928586,Moo,Nami,UTILITY,1,3.760907217489799
121,4478377191,Jess,Lulu,UTILITY,1,5.720547234937385
126,4478377191,Tyler,Nami,UTILITY,0,2.565012225577366
134,4478377380,Tyler,Thresh,UTILITY,0,6.285312318392862
137,4478377380,Jess,Soraka,UTILITY,1,4.249070308585946
141,4491811575,Tyler,Lux,UTILITY,0,4.136618322506436
147,4491811575,Jess,Morgana,UTILITY,1,6.602144812030707
154,4491943942,Tyler,Bard,UTILITY,0,2.9456094535958206
158,4491943942,Jess,Lulu,UTILITY,1,7.351832401833921
163,4498152360,Jess,Yuumi,UTILITY,1,8.165326741829851
169,4498152360,Tyler,Rakan,UTILITY,0,2.329915480425176
170,4498234766,Tyler,Lux,UTILITY,0,3.282629458469164
176,4498234766,Jess,Morgana,UTILITY,1,7.117933629148549
183,4499796039,Tyler,Lux,UTILITY,1,4.669332792376916
186,4499796039,Jess,Lulu,UTILITY,0,2.2635940439355875
194,4499841033,Tyler,Lux,UTILITY,0,4.776200507768135
196,4499841033,Jess,Nami,UTILITY,1,3.855821133167468
200,4499891862,Tyler,Maokai,UTILITY,1,3.754700990013145
206,4499891862,Jess,Soraka,UTILITY,0,4.947483296936933
210,4503054772,Tyler,Braum,UTILITY,1,4.741442742011782
218,4503054772,Jess,Nami,UTILITY,0,4.923626836194424
222,4503091285,Jess,Lulu,UTILITY,1,6.053715207552677
225,4503091285,Tyler,Blitzcrank,UTILITY,0,7.42032198093016
230,4503143936,Tyler,Ashe,UTILITY,0,2.590293987317123
237,4503143936,Jess,Lulu,UTILITY,1,6.795376148439459
240,4503828531,Tyler,Lux,UTILITY,0,4.2333041312409145
246,4503828531,Jess,Ashe,UTILITY,1,6.385002250692239
250,4503893875,Tyler,Braum,UTILITY,0,5.452586629978412
256,4503893875,Jess,Lulu,UTILITY,1,5.971910069510097
260,4505391396,Jess,Lux,UTILITY,1,4.8167041681006335
266,4505391396,Tyler,Leona,UTILITY,0,6.224741325607654
270,4505454449,Jess,Lulu,UTILITY,1,4.775952179045443
276,4505454449,Tyler,Ashe,UTILITY,0,2.304595406458169
282,4511080568,Tyler,Ashe,UTILITY,1,4.137906780059315
285,4511080568,Andy,Leona,UTILITY,0,3.919479802096669
292,4511139321,Tyler,Yuumi,UTILITY,0,6.260904552678518
295,4511139321,Nick B.,Nautilus,UTILITY,1,4.981011450683204
301,4511177733,Tyler,Ashe,UTILITY,0,2.210939594226934
305,4511177733,Nick B.,Morgana,UTILITY,1,6.588846573822518
314,4515152757,Tyler,Braum,UTILITY,1,7.123790614188422
319,4515152757,Franklin,Morgana,UTILITY,0,2.268615457084184
323,4515197600,Tyler,Maokai,UTILITY,1,4.423340725502499
329,4515197600,Beals,Karma,UTILITY,0,1.711480011172084
334,4515262943,Tyler,Maokai,UTILITY,0,3.7306896372140907
337,4515262943,Beals,Braum,UTILITY,1,4.552581598295913
342,4521767469,Jess,Lulu,UTILITY,1,8.142007310319608
346,4521767469,Tyler,Ashe,UTILITY,0,3.429009226568872
352,4521808337,Tyler,Braum,UTILITY,0,1.411623822104727
357,4521808337,Nick D.,Morgana,UTILITY,1,5.776799085304168
360,4521856346,Jackson,Blitzcrank,UTILITY,0,5.451387775695906
366,4521856346,Jess,Yuumi,UTILITY,1,7.026349232551821
371,4521911672,Jackson,Lulu,UTILITY,0,4.751060931600287
379,4521911672,Jess,Yuumi,UTILITY,1,8.63254003859499
381,4524625280,Tyler,Maokai,UTILITY,0,3.1517324217498714
385,4524625280,Jackson,Heimerdinger,UTILITY,1,6.38464757276301
390,4524698522,Tyler,Morgana,UTILITY,0,4.1125196670042055
398,4524698522,Jackson,Lulu,UTILITY,1,6.784657327561688
401,4544075619,Tyler,Maokai,UTILITY,0,5.101283014148413
407,4544075619,Jackson,Morgana,UTILITY,1,7.768706385084242
414,4544139567,Jackson,Senna,UTILITY,0,3.109604041814726
419,4544139567,Tyler,Maokai,UTILITY,1,4.171698590139955
422,4544185694,Jackson,Lulu,UTILITY,1,5.995918354115739
429,4544185694,Tyler,Taric,UTILITY,0,4.330842732575188
432,4549142029,Beals,Morgana,UTILITY,0,2.9281105588141636
435,4549142029,Tyler,Ashe,UTILITY,1,4.613782857903542
440,4549227268,Kori,Pyke,UTILITY,1,5.311022824293486
447,4549227268,Tyler,Ashe,UTILITY,0,5.07520005988207
454,4549278702,Tyler,Rakan,UTILITY,1,4.071152191032038
455,4549278702,Kori,Nautilus,UTILITY,0,5.258957297408077
462,4556262158,Jess,Morgana,UTILITY,0,4.126022148589917
467,4556262158,Tyler,Maokai,UTILITY,1,5.2163871144129335
471,4556304608,Jess,Lux,UTILITY,1,7.022112385276707
477,4556304608,Tyler,Leona,UTILITY,0,5.556219938994522
484,4556365588,Tyler,Rakan,UTILITY,1,5.797684640300943
486,4556365588,Jess,Lulu,UTILITY,0,5.6118849385965595
492,4564950976,Jackson,Taric,UTILITY,1,6.77339465750935
496,4564950976,Tyler,Maokai,UTILITY,0,4.521674358966248
503,4565012101,Jackson,Lulu,UTILITY,0,1.1267221124399904
508,4565012101,Tyler,Maokai,UTILITY,1,3.6318519236092572
510,4565052483,Jackson,Morgana,UTILITY,1,8.818180770661339
517,4565052483,Tyler,Maokai,UTILITY,0,4.510708982341839
524,4569548764,Tyler,Braum,UTILITY,1,5.630565317166132
527,4569548764,Jess,Yuumi,UTILITY,0,6.237024337375451
531,4569587781,Tyler,Ashe,UTILITY,0,2.7881340852643497
537,4569587781,Jess,Morgana,UTILITY,1,5.7097549871384965
541,4569632202,Tyler,Braum,UTILITY,0,4.732190806160487
545,4569632202,Jess,Ashe,UTILITY,1,5.599793664254281
554,4571525837,Tyler,Rakan,UTILITY,0,4.566448793319174
555,4571525837,Andy,Swain,UTILITY,1,7.073489438569505
562,4571561716,Tyler,Morgana,UTILITY,0,1.5510091141484073
566,4571561716,Andy,Seraphine,UTILITY,1,6.7823077658508755
572,4578476840,Tyler,Braum,UTILITY,0,2.2787759358885764
579,4578476840,Nick B.,Pantheon,UTILITY,1,7.975207156786588
582,4578529918,Tyler,Leona,UTILITY,0,5.906008237998728
587,4578529918,Nick B.,Annie,UTILITY,1,6.935151914768392
593,4579288157,Beals,Braum,UTILITY,1,6.19984636258041
596,4579288157,Tyler,Morgana,UTILITY,0,5.970010446266311
604,4579352427,Tyler,Rakan,UTILITY,1,7.629397328851464
606,4579352427,Beals,Karma,UTILITY,0,2.8872099107042914
611,4579412846,Beals,Braum,UTILITY,0,3.0467583680154826
619,4579412846,Tyler,Rakan,UTILITY,1,6.03594902399288
624,4582154488,Jess,Lulu,UTILITY,0,5.7976600715726265
626,4582154488,Nick B.,Nautilus,UTILITY,1,6.480084897911215
634,4582210784,Jess,Lulu,UTILITY,0,6.053249577888499
635,4582210784,Nick B.,Annie,UTILITY,1,7.231310110158939
642,4582298751,Jess,Morgana,UTILITY,1,7.628336535953478
649,4582298751,Beals,Lulu,UTILITY,0,1.3359826597052094
651,4582341443,Milroy,Thresh,UTILITY,1,6.535628877002511
659,4582341443,Jess,Lulu,UTILITY,0,4.702428408517159
663,4582388450,Jess,Lux,UTILITY,1,5.129579075101535
666,4582388450,Milroy,Lulu,UTILITY,0,1.7450670815940537
670,4583907474,Moo,Annie,UTILITY,1,5.356684225400434
678,4583907474,Nick B.,Morgana,UTILITY,0,5.006087083984357
684,4583973455,Kinga,Annie,UTILITY,1,4.655725631735886
689,4583973455,Andy,Swain,UTILITY,0,2.8517325510922618
691,4584022658,Moo,Annie,UTILITY,1,6.013772573665509
699,4584022658,Kinga,Nautilus,UTILITY,0,2.1795596122178376
702,4589845251,Moo,Annie,UTILITY,1,4.713255652649382
705,4589845251,Jackson,Taric,UTILITY,0,7.236306259579117
710,4589902701,Jackson,Annie,UTILITY,1,7.1844018218359995
717,4589902701,Tyler,Rell,UTILITY,0,3.229214911227239
722,4589964143,Moo,Annie,UTILITY,0,2.7845786097258385
728,4589964143,Jackson,Morgana,UTILITY,1,7.483321599575412
